PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31837638","Molecular differences between water column and sediment pore water SPE-DOM in ten Swedish boreal lakes","Valle J, Harir M, Gonsior M, Enrich-Prast A, Schmitt-Kopplin P, Bastviken D, Hertkorn N.","Water Res. 2020 Mar 1;170:115320. doi: 10.1016/j.watres.2019.115320. Epub 2019 Nov 22.","Valle J","Water Res","2020","2019/12/15","","","10.1016/j.watres.2019.115320"
"31669255","Time-resolved phosphoproteomic analysis elucidates hepatic 11,12-Epoxyeicosatrienoic acid signaling pathways","Rahm M, Merl-Pham J, Adamski J, Hauck SM.","Prostaglandins Other Lipid Mediat. 2020 Feb;146:106387. doi: 10.1016/j.prostaglandins.2019.106387. Epub 2019 Oct 24.","Rahm M","Prostaglandins Other Lipid Mediat","2020","2019/11/01","","","10.1016/j.prostaglandins.2019.106387"
"31677002","Focused Library Generator: case of Mdmx inhibitors","Xia Z, Karpov P, Popowicz G, Tetko IV.","J Comput Aided Mol Des. 2020 Jul;34(7):769-782. doi: 10.1007/s10822-019-00242-8. Epub 2019 Nov 1.","Xia Z","J Comput Aided Mol Des","2020","2019/11/03","","","10.1007/s10822-019-00242-8"
"26918842","Neighbourhood and physical activity in German adolescents: GINIplus and LISAplus","Markevych I, Smith MP, Jochner S, Standl M, Brüske I, von Berg A, Bauer CP, Fuks K, Koletzko S, Berdel D, Heinrich J, Schulz H.","Environ Res. 2016 May;147:284-93. doi: 10.1016/j.envres.2016.02.023. Epub 2016 Feb 23.","Markevych I","Environ Res","2016","2016/02/27","","","10.1016/j.envres.2016.02.023"
"26453799","Epstein-Barr virus latency: current and future perspectives","Kempkes B, Robertson ES.","Curr Opin Virol. 2015 Oct;14:138-44. doi: 10.1016/j.coviro.2015.09.007.","Kempkes B","Curr Opin Virol","2015","2015/10/11","PMC5868753","NIHMS730582","10.1016/j.coviro.2015.09.007"
"31644910","MALT1 Phosphorylation Controls Activation of T Lymphocytes and Survival of ABC-DLBCL Tumor Cells","Gehring T, Erdmann T, Rahm M, Graß C, Flatley A, O'Neill TJ, Woods S, Meininger I, Karayel O, Kutzner K, Grau M, Shinohara H, Lammens K, Feederle R, Hauck SM, Lenz G, Krappmann D.","Cell Rep. 2019 Oct 22;29(4):873-888.e10. doi: 10.1016/j.celrep.2019.09.040.","Gehring T","Cell Rep","2019","2019/10/24","","","10.1016/j.celrep.2019.09.040"
"31174531","Using data from online geocoding services for the assessment of environmental obesogenic factors: a feasibility study","Präger M, Kurz C, Böhm J, Laxy M, Maier W.","Int J Health Geogr. 2019 Jun 7;18(1):13. doi: 10.1186/s12942-019-0177-9.","Präger M","Int J Health Geogr","2019","2019/06/09","PMC6555943","","10.1186/s12942-019-0177-9"
"28966146","Understanding gene functions and disease mechanisms: Phenotyping pipelines in the German Mouse Clinic","Fuchs H, Aguilar-Pimentel JA, Amarie OV, Becker L, Calzada-Wack J, Cho YL, Garrett L, Hölter SM, Irmler M, Kistler M, Kraiger M, Mayer-Kuckuk P, Moreth K, Rathkolb B, Rozman J, da Silva Buttkus P, Treise I, Zimprich A, Gampe K, Hutterer C, Stöger C, Leuchtenberger S, Maier H, Miller M, Scheideler A, Wu M, Beckers J, Bekeredjian R, Brielmeier M, Busch DH, Klingenspor M, Klopstock T, Ollert M, Schmidt-Weber C, Stöger T, Wolf E, Wurst W, Yildirim AÖ, Zimmer A, Gailus-Durner V, Hrabě de Angelis M.","Behav Brain Res. 2018 Oct 15;352:187-196. doi: 10.1016/j.bbr.2017.09.048. Epub 2017 Sep 29.","Fuchs H","Behav Brain Res","2018","2017/10/03","","","10.1016/j.bbr.2017.09.048"
"29370821","PhenoDis: a comprehensive database for phenotypic characterization of rare cardiac diseases","Adler A, Kirchmeier P, Reinhard J, Brauner B, Dunger I, Fobo G, Frishman G, Montrone C, Mewes HW, Arnold M, Ruepp A.","Orphanet J Rare Dis. 2018 Jan 25;13(1):22. doi: 10.1186/s13023-018-0765-y.","Adler A","Orphanet J Rare Dis","2018","2018/01/27","PMC5785853","","10.1186/s13023-018-0765-y"
"31794919","Pulmonary toxicity of Fe(2)O(3), ZnFe(2)O(4), NiFe(2)O(4) and NiZnFe(4)O(8) nanomaterials: Inflammation and DNA strand breaks","Hadrup N, Saber AT, Kyjovska ZO, Jacobsen NR, Vippola M, Sarlin E, Ding Y, Schmid O, Wallin H, Jensen KA, Vogel U.","Environ Toxicol Pharmacol. 2020 Feb;74:103303. doi: 10.1016/j.etap.2019.103303. Epub 2019 Nov 21.","Hadrup N","Environ Toxicol Pharmacol","2020","2019/12/04","","","10.1016/j.etap.2019.103303"
"31434717","Mitochondrial Alkbh1 localizes to mtRNA granules and its knockdown induces the mitochondrial UPR in humans and C. elegans","Wagner A, Hofmeister O, Rolland SG, Maiser A, Aasumets K, Schmitt S, Schorpp K, Feuchtinger A, Hadian K, Schneider S, Zischka H, Leonhardt H, Conradt B, Gerhold JM, Wolf A.","J Cell Sci. 2019 Oct 1;132(19):jcs223891. doi: 10.1242/jcs.223891.","Wagner A","J Cell Sci","2019","2019/08/23","","","10.1242/jcs.223891"
"30926617","BZLF1 interacts with chromatin remodelers promoting escape from latent infections with EBV","Schaeffner M, Mrozek-Gorska P, Buschle A, Woellmer A, Tagawa T, Cernilogar FM, Schotta G, Krietenstein N, Lieleg C, Korber P, Hammerschmidt W.","Life Sci Alliance. 2019 Mar 29;2(2):e201800108. doi: 10.26508/lsa.201800108. Print 2019 Apr.","Schaeffner M","Life Sci Alliance","2019","2019/03/31","PMC6441497","","10.26508/lsa.201800108"
"27923458","MicroRNAs in adipocyte formation and obesity","Scheideler M.","Best Pract Res Clin Endocrinol Metab. 2016 Oct;30(5):653-664. doi: 10.1016/j.beem.2016.11.009. Epub 2016 Nov 16.","Scheideler M","Best Pract Res Clin Endocrinol Metab","2016","2016/12/08","","","10.1016/j.beem.2016.11.009"
"30353008","Coordinated targeting of cold and nicotinic receptors synergistically improves obesity and type 2 diabetes","Clemmensen C, Jall S, Kleinert M, Quarta C, Gruber T, Reber J, Sachs S, Fischer K, Feuchtinger A, Karlas A, Simonds SE, Grandl G, Loher D, Sanchez-Quant E, Keipert S, Jastroch M, Hofmann SM, Nascimento EBM, Schrauwen P, Ntziachristos V, Cowley MA, Finan B, Müller TD, Tschöp MH.","Nat Commun. 2018 Oct 23;9(1):4304. doi: 10.1038/s41467-018-06769-y.","Clemmensen C","Nat Commun","2018","2018/10/25","PMC6199300","","10.1038/s41467-018-06769-y"
"30076223","Short-Term Exposure to Nitrogen Dioxide Provides Basal Pathogen Resistance","Mayer D, Mithöfer A, Glawischnig E, Georgii E, Ghirardo A, Kanawati B, Schmitt-Kopplin P, Schnitzler JP, Durner J, Gaupels F.","Plant Physiol. 2018 Sep;178(1):468-487. doi: 10.1104/pp.18.00704. Epub 2018 Aug 3.","Mayer D","Plant Physiol","2018","2018/08/05","PMC6130038","","10.1104/pp.18.00704"
"26428371","EBNA2 and Its Coactivator EBNA-LP","Kempkes B, Ling PD.","Curr Top Microbiol Immunol. 2015;391:35-59. doi: 10.1007/978-3-319-22834-1_2.","Kempkes B","Curr Top Microbiol Immunol","2015","2015/10/03","","","10.1007/978-3-319-22834-1_2"
"30939782","Metabolomics Identifies Novel Blood Biomarkers of Pulmonary Function and COPD in the General Population","Yu B, Flexeder C, McGarrah RW 3rd, Wyss A, Morrison AC, North KE, Boerwinkle E, Kastenmüller G, Gieger C, Suhre K, Karrasch S, Peters A, Wagner GR, Michelotti GA, Mohney RP, Schulz H, London SJ.","Metabolites. 2019 Apr 1;9(4):61. doi: 10.3390/metabo9040061.","Yu B","Metabolites","2019","2019/04/04","PMC6523962","","10.3390/metabo9040061"
"29622004","Redefining diagnosis-related groups (DRGs) for palliative care - a cross-sectional study in two German centres","Vogl M, Schildmann E, Leidl R, Hodiamont F, Kalies H, Maier BO, Schlemmer M, Roller S, Bausewein C.","BMC Palliat Care. 2018 Apr 5;17(1):58. doi: 10.1186/s12904-018-0307-3.","Vogl M","BMC Palliat Care","2018","2018/04/07","PMC5887171","","10.1186/s12904-018-0307-3"
"29991652","Circulating HDL levels control hypothalamic astrogliosis via apoA-I","Götz A, Lehti M, Donelan E, Striese C, Cucuruz S, Sachs S, Yi CX, Woods SC, Wright SD, Müller TD, Tschöp MH, Gao Y, Hofmann SM.","J Lipid Res. 2018 Sep;59(9):1649-1659. doi: 10.1194/jlr.M085456. Epub 2018 Jul 10.","Götz A","J Lipid Res","2018","2018/07/12","PMC6121940","","10.1194/jlr.M085456"
"26866569","The big five of the monocot genomes","Haberer G, Mayer KF, Spannagl M.","Curr Opin Plant Biol. 2016 Apr;30:33-40. doi: 10.1016/j.pbi.2016.01.004. Epub 2016 Feb 8.","Haberer G","Curr Opin Plant Biol","2016","2016/02/12","","","10.1016/j.pbi.2016.01.004"
"30309776","Glucose tolerance and insulin sensitivity define adipocyte transcriptional programs in human obesity","Gerlini R, Berti L, Darr J, Lassi M, Brandmaier S, Fritsche L, Scheid F, Böhm A, Königsrainer A, Grallert H, Häring HU, Hrabě de Angelis M, Staiger H, Teperino R.","Mol Metab. 2018 Dec;18:42-50. doi: 10.1016/j.molmet.2018.09.004. Epub 2018 Sep 19.","Gerlini R","Mol Metab","2018","2018/10/13","PMC6308911","","10.1016/j.molmet.2018.09.004"
"31481742","Early life determinants induce sustainable changes in the gut microbiome of six-year-old children","Gschwendtner S, Kang H, Thiering E, Kublik S, Fösel B, Schulz H, Krauss-Etschmann S, Heinrich J, Schöler A, Schloter M, Standl M.","Sci Rep. 2019 Sep 3;9(1):12675. doi: 10.1038/s41598-019-49160-7.","Gschwendtner S","Sci Rep","2019","2019/09/05","PMC6722248","","10.1038/s41598-019-49160-7"
"30424805","Perceptions of students in health and molecular life sciences regarding pharmacogenomics and personalized medicine","Mahmutovic L, Akcesme B, Durakovic C, Akcesme FB, Maric A, Adilovic M, Hamad N, Wjst M, Feeney O, Semiz S.","Hum Genomics. 2018 Nov 14;12(1):50. doi: 10.1186/s40246-018-0182-2.","Mahmutovic L","Hum Genomics","2018","2018/11/15","PMC6234656","","10.1186/s40246-018-0182-2"
"31921215","ORF6 and ORF61 Expressing MVA Vaccines Impair Early but Not Late Latency in Murine Gammaherpesvirus MHV-68 Infection","Samreen B, Tao S, Tischer K, Adler H, Drexler I.","Front Immunol. 2019 Dec 18;10:2984. doi: 10.3389/fimmu.2019.02984. eCollection 2019.","Samreen B","Front Immunol","2019","2020/01/11","PMC6930802","","10.3389/fimmu.2019.02984"
"31073172","Targeted removal of epigenetic barriers during transcriptional reprogramming","Baumann V, Wiesbeck M, Breunig CT, Braun JM, Köferle A, Ninkovic J, Götz M, Stricker SH.","Nat Commun. 2019 May 9;10(1):2119. doi: 10.1038/s41467-019-10146-8.","Baumann V","Nat Commun","2019","2019/05/11","PMC6509258","","10.1038/s41467-019-10146-8"
"27262792","Mechanisms of NF-κB deregulation in lymphoid malignancies","Krappmann D, Vincendeau M.","Semin Cancer Biol. 2016 Aug;39:3-14. doi: 10.1016/j.semcancer.2016.05.002. Epub 2016 Jun 2.","Krappmann D","Semin Cancer Biol","2016","2016/06/06","","","10.1016/j.semcancer.2016.05.002"
"31401005","Comparison of methods to isolate proteins from extracellular vesicles for mass spectrometry-based proteomic analyses","Subedi P, Schneider M, Philipp J, Azimzadeh O, Metzger F, Moertl S, Atkinson MJ, Tapio S.","Anal Biochem. 2019 Nov 1;584:113390. doi: 10.1016/j.ab.2019.113390. Epub 2019 Aug 8.","Subedi P","Anal Biochem","2019","2019/08/12","","","10.1016/j.ab.2019.113390"
"30414551","Residential and school greenspace and academic performance: Evidence from the GINIplus and LISA longitudinal studies of German adolescents","Markevych I, Feng X, Astell-Burt T, Standl M, Sugiri D, Schikowski T, Koletzko S, Herberth G, Bauer CP, von Berg A, Berdel D, Heinrich J.","Environ Pollut. 2019 Feb;245:71-76. doi: 10.1016/j.envpol.2018.10.053. Epub 2018 Oct 31.","Markevych I","Environ Pollut","2019","2018/11/11","","","10.1016/j.envpol.2018.10.053"
"30279415","Molecular architecture and regulation of BCL10-MALT1 filaments","Schlauderer F, Seeholzer T, Desfosses A, Gehring T, Strauss M, Hopfner KP, Gutsche I, Krappmann D, Lammens K.","Nat Commun. 2018 Oct 2;9(1):4041. doi: 10.1038/s41467-018-06573-8.","Schlauderer F","Nat Commun","2018","2018/10/04","PMC6168461","","10.1038/s41467-018-06573-8"
"31740739","Association of longitudinal risk profile trajectory clusters with adipose tissue depots measured by magnetic resonance imaging","Rospleszcz S, Lorbeer R, Storz C, Schlett CL, Meisinger C, Thorand B, Rathmann W, Bamberg F, Lieb W, Peters A.","Sci Rep. 2019 Nov 18;9(1):16972. doi: 10.1038/s41598-019-53546-y.","Rospleszcz S","Sci Rep","2019","2019/11/20","PMC6861315","","10.1038/s41598-019-53546-y"
"31530670","First Days in the Life of Naive Human B Lymphocytes Infected with Epstein-Barr Virus","Pich D, Mrozek-Gorska P, Bouvet M, Sugimoto A, Akidil E, Grundhoff A, Hamperl S, Ling PD, Hammerschmidt W.","mBio. 2019 Sep 17;10(5):e01723-19. doi: 10.1128/mBio.01723-19.","Pich D","mBio","2019","2019/09/19","PMC6751056","","10.1128/mBio.01723-19"
"31471778","Are health risk attitude and general risk attitude associated with healthcare utilization, costs and working ability? Results from the German KORA FF4 cohort study","Lutter JI, Szentes B, Wacker ME, Winter J, Wichert S, Peters A, Holle R, Leidl R.","Health Econ Rev. 2019 Aug 30;9(1):26. doi: 10.1186/s13561-019-0243-9.","Lutter JI","Health Econ Rev","2019","2019/09/01","PMC6734302","","10.1186/s13561-019-0243-9"
"27714446","Key elements of metabolomics in the study of biomarkers of diabetes","Adamski J.","Diabetologia. 2016 Dec;59(12):2497-2502. doi: 10.1007/s00125-016-4044-y. Epub 2016 Oct 6.","Adamski J","Diabetologia","2016","2016/10/08","","","10.1007/s00125-016-4044-y"
"28733905","GLP-1/glucagon receptor co-agonism for treatment of obesity","Sánchez-Garrido MA, Brandt SJ, Clemmensen C, Müller TD, DiMarchi RD, Tschöp MH.","Diabetologia. 2017 Oct;60(10):1851-1861. doi: 10.1007/s00125-017-4354-8. Epub 2017 Jul 21.","Sánchez-Garrido MA","Diabetologia","2017","2017/07/23","PMC6448809","","10.1007/s00125-017-4354-8"
"29654582","Bio- and Chemoinformatics Approaches for Metabolomics Data Analysis","Witting M.","Methods Mol Biol. 2018;1738:41-61. doi: 10.1007/978-1-4939-7643-0_4.","Witting M","Methods Mol Biol","2018","2018/04/15","","","10.1007/978-1-4939-7643-0_4"
"30745054","Screening for asymptomatic β-cell autoimmunity in young children","Ziegler AG, Hoffmann GF, Hasford J, Larsson HE, Danne T, Berner R, Penno M, Koralova A, Dunne J, Bonifacio E.","Lancet Child Adolesc Health. 2019 May;3(5):288-290. doi: 10.1016/S2352-4642(19)30028-8. Epub 2019 Feb 10.","Ziegler AG","Lancet Child Adolesc Health","2019","2019/02/13","","","10.1016/S2352-4642(19)30028-8"
"31213469","Age, HLA, and Sex Define a Marked Risk of Organ-Specific Autoimmunity in First-Degree Relatives of Patients With Type 1 Diabetes","Winkler C, Jolink M, Knopff A, Kwarteng NA, Achenbach P, Bonifacio E, Ziegler AG.","Diabetes Care. 2019 Sep;42(9):1684-1691. doi: 10.2337/dc19-0315. Epub 2019 Jun 18.","Winkler C","Diabetes Care","2019","2019/06/20","","","10.2337/dc19-0315"
"29728258","Ambient ozone exposure and mental health: A systematic review of epidemiological studies","Zhao T, Markevych I, Romanos M, Nowak D, Heinrich J.","Environ Res. 2018 Aug;165:459-472. doi: 10.1016/j.envres.2018.04.015. Epub 2018 May 1.","Zhao T","Environ Res","2018","2018/05/06","","","10.1016/j.envres.2018.04.015"
"26984904","Dosimetry for animals and plants: contending with biota diversity","Ulanovsky A.","Ann ICRP. 2016 Jun;45(1 Suppl):225-38. doi: 10.1177/0146645316630710. Epub 2016 Mar 16.","Ulanovsky A","Ann ICRP","2016","2016/03/18","","","10.1177/0146645316630710"
"27038883","Reappraisal of GIP Pharmacology for Metabolic Diseases","Finan B, Müller TD, Clemmensen C, Perez-Tilve D, DiMarchi RD, Tschöp MH.","Trends Mol Med. 2016 May;22(5):359-376. doi: 10.1016/j.molmed.2016.03.005. Epub 2016 Mar 30.","Finan B","Trends Mol Med","2016","2016/04/04","","","10.1016/j.molmed.2016.03.005"
"30134533","Night Shift Work Affects Urine Metabolite Profiles of Nurses with Early Chronotype","Rotter M, Brandmaier S, Covic M, Burek K, Hertel J, Troll M, Bader E, Adam J, Prehn C, Rathkolb B, Hrabe de Angelis M, Grabe HJ, Daniel H, Kantermann T, Harth V, Illig T, Pallapies D, Behrens T, Brüning T, Adamski J, Lickert H, Rabstein S, Wang-Sattler R.","Metabolites. 2018 Aug 21;8(3):45. doi: 10.3390/metabo8030045.","Rotter M","Metabolites","2018","2018/08/24","PMC6161245","","10.3390/metabo8030045"
"31563778","Short-term exposure to ambient ozone and inflammatory biomarkers in cross-sectional studies of children and adolescents: Results of the GINIplus and LISA birth cohorts","Zhao T, Markevych I, Standl M, Schikowski T, Berdel D, Koletzko S, Jörres RA, Nowak D, Heinrich J.","Environ Pollut. 2019 Dec;255(Pt 2):113264. doi: 10.1016/j.envpol.2019.113264. Epub 2019 Sep 19.","Zhao T","Environ Pollut","2019","2019/09/30","","","10.1016/j.envpol.2019.113264"
"31069442","Vitamin D in Relation to Incident Sarcopenia and Changes in Muscle Parameters Among Older Adults: The KORA-Age Study","Conzade R, Grill E, Bischoff-Ferrari HA, Ferrari U, Horsch A, Koenig W, Peters A, Thorand B.","Calcif Tissue Int. 2019 Aug;105(2):173-182. doi: 10.1007/s00223-019-00558-5. Epub 2019 May 8.","Conzade R","Calcif Tissue Int","2019","2019/05/10","","","10.1007/s00223-019-00558-5"
"31181753","Characterization of Bulk Phosphatidylcholine Compositions in Human Plasma Using Side-Chain Resolving Lipidomics","Quell JD, Römisch-Margl W, Haid M, Krumsiek J, Skurk T, Halama A, Stephan N, Adamski J, Hauner H, Mook-Kanamori D, Mohney RP, Daniel H, Suhre K, Kastenmüller G.","Metabolites. 2019 Jun 8;9(6):109. doi: 10.3390/metabo9060109.","Quell JD","Metabolites","2019","2019/06/12","PMC6631474","","10.3390/metabo9060109"
"27422929","Pathology and biology of radiation-induced cardiac disease","Tapio S.","J Radiat Res. 2016 Sep;57(5):439-448. doi: 10.1093/jrr/rrw064. Epub 2016 Jul 15.","Tapio S","J Radiat Res","2016","2016/07/17","PMC5045085","","10.1093/jrr/rrw064"
"30760868","Ambient and controlled exposures to particulate air pollution and acute changes in heart rate variability and repolarization","Breitner S, Peters A, Zareba W, Hampel R, Oakes D, Wiltshire J, Frampton MW, Hopke PK, Cyrys J, Utell MJ, Kane C, Schneider A, Rich DQ.","Sci Rep. 2019 Feb 13;9(1):1946. doi: 10.1038/s41598-019-38531-9.","Breitner S","Sci Rep","2019","2019/02/15","PMC6374365","","10.1038/s41598-019-38531-9"
"28663079","Male sex and poverty predict abrupt health decline: Deficit accumulation patterns and trajectories in the KORA-Age cohort study","Stephan AJ, Strobl R, Holle R, Meisinger C, Schulz H, Ladwig KH, Thorand B, Peters A, Grill E.","Prev Med. 2017 Sep;102:31-38. doi: 10.1016/j.ypmed.2017.06.032. Epub 2017 Jun 27.","Stephan AJ","Prev Med","2017","2017/07/01","","","10.1016/j.ypmed.2017.06.032"
"29258428","Tweedie distributions for fitting semicontinuous health care utilization cost data","Kurz CF.","BMC Med Res Methodol. 2017 Dec 19;17(1):171. doi: 10.1186/s12874-017-0445-y.","Kurz CF","BMC Med Res Methodol","2017","2017/12/21","PMC5735804","","10.1186/s12874-017-0445-y"
"31683803","Change in Physical Activity after Diagnosis of Diabetes or Hypertension: Results from an Observational Population-Based Cohort Study","Rabel M, Mess F, Karl FM, Pedron S, Schwettmann L, Peters A, Heier M, Laxy M.","Int J Environ Res Public Health. 2019 Nov 1;16(21):4247. doi: 10.3390/ijerph16214247.","Rabel M","Int J Environ Res Public Health","2019","2019/11/06","PMC6862551","","10.3390/ijerph16214247"
"26809821","[The biobank of the German National Cohort as a resource for epidemiologic research]","Wichmann HE, Hörlein A, Ahrens W, Nauck M.","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz. 2016 Mar;59(3):351-60. doi: 10.1007/s00103-015-2305-4.","Wichmann HE","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz","2016","2016/01/27","","","10.1007/s00103-015-2305-4"
"26068457","Epidemiology of air pollution and diabetes","Thiering E, Heinrich J.","Trends Endocrinol Metab. 2015 Jul;26(7):384-94. doi: 10.1016/j.tem.2015.05.002. Epub 2015 Jun 9.","Thiering E","Trends Endocrinol Metab","2015","2015/06/13","","","10.1016/j.tem.2015.05.002"
"30064373","Determinants for utilization and transitions of long-term care in adults 65+ in Germany: results from the longitudinal KORA-Age study","Steinbeisser K, Grill E, Holle R, Peters A, Seidl H.","BMC Geriatr. 2018 Jul 31;18(1):172. doi: 10.1186/s12877-018-0860-x.","Steinbeisser K","BMC Geriatr","2018","2018/08/02","PMC6069853","","10.1186/s12877-018-0860-x"
